hsa;Glycolysis;2;hsa_5236.fasta;
hsa;Glycolysis;2;hsa_55276.fasta;
hsa;Glycolysis;3;hsa_2538.fasta;
hsa;Glycolysis;3;hsa_57818.fasta;
hsa;Glycolysis;3;hsa_92579.fasta;
hsa;Glycolysis;5;hsa_3098.fasta;
hsa;Glycolysis;5;hsa_3099.fasta;
hsa;Glycolysis;5;hsa_3101.fasta;
hsa;Glycolysis;5;hsa_80201.fasta;
hsa;Glycolysis;5;hsa_2645.fasta;
hsa;Glycolysis;5;hsa_83440.fasta;
hsa;Glycolysis;6;hsa_130589.fasta;
hsa;Glycolysis;7;hsa_2821.fasta;
hsa;Glycolysis;8;hsa_2821.fasta;
hsa;Glycolysis;9;hsa_3098.fasta;
hsa;Glycolysis;9;hsa_3099.fasta;
hsa;Glycolysis;9;hsa_3101.fasta;
hsa;Glycolysis;9;hsa_80201.fasta;
hsa;Glycolysis;9;hsa_2645.fasta;
hsa;Glycolysis;9;hsa_83440.fasta;
hsa;Glycolysis;10;hsa_2821.fasta;
hsa;Glycolysis;15;hsa_2203.fasta;
hsa;Glycolysis;15;hsa_8789.fasta;
hsa;Glycolysis;16;hsa_5211.fasta;
hsa;Glycolysis;16;hsa_5213.fasta;
hsa;Glycolysis;16;hsa_5214.fasta;
hsa;Glycolysis;17;hsa_226.fasta;
hsa;Glycolysis;17;hsa_229.fasta;
hsa;Glycolysis;17;hsa_230.fasta;
hsa;Glycolysis;18;hsa_7167.fasta;
hsa;Glycolysis;19;hsa_2597.fasta;
hsa;Glycolysis;19;hsa_26330.fasta;
hsa;Glycolysis;21;hsa_669.fasta;
hsa;Glycolysis;22;hsa_5230.fasta;
hsa;Glycolysis;22;hsa_5232.fasta;
hsa;Glycolysis;23;hsa_669.fasta;
hsa;Glycolysis;24;hsa_441531.fasta;
hsa;Glycolysis;25;hsa_9562.fasta;
hsa;Glycolysis;26;hsa_2023.fasta;
hsa;Glycolysis;27;hsa_5105.fasta;
hsa;Glycolysis;27;hsa_5106.fasta;
hsa;Glycolysis;28;hsa_5313.fasta;
hsa;Glycolysis;28;hsa_5315.fasta;
hsa;Glycolysis;30;hsa_1737.fasta;
hsa;Glycolysis;31;hsa_5160.fasta;
hsa;Glycolysis;31;hsa_5161.fasta;
hsa;Glycolysis;31;hsa_5162.fasta;
hsa;Glycolysis;32;hsa_5160.fasta;
hsa;Glycolysis;32;hsa_5161.fasta;
hsa;Glycolysis;32;hsa_5162.fasta;
hsa;Glycolysis;33;hsa_160287.fasta;
hsa;Glycolysis;33;hsa_3939.fasta;
hsa;Glycolysis;33;hsa_3945.fasta;
hsa;Glycolysis;33;hsa_3948.fasta;
hsa;Glycolysis;33;hsa_92483.fasta;
hsa;Glycolysis;34;hsa_55902.fasta;
hsa;Glycolysis;34;hsa_84532.fasta;
hsa;Glycolysis;36;hsa_1738.fasta;
hsa;Glycolysis;38;hsa_217.fasta;
hsa;Glycolysis;38;hsa_219.fasta;
hsa;Glycolysis;38;hsa_223.fasta;
hsa;Glycolysis;38;hsa_224.fasta;
hsa;Glycolysis;38;hsa_501.fasta;
hsa;Glycolysis;38;hsa_218.fasta;
hsa;Glycolysis;38;hsa_220.fasta;
hsa;Glycolysis;38;hsa_221.fasta;
hsa;Glycolysis;38;hsa_222.fasta;
hsa;Glycolysis;39;hsa_124.fasta;
hsa;Glycolysis;39;hsa_125.fasta;
hsa;Glycolysis;39;hsa_126.fasta;
hsa;Glycolysis;39;hsa_127.fasta;
hsa;Glycolysis;39;hsa_128.fasta;
hsa;Glycolysis;39;hsa_130.fasta;
hsa;Glycolysis;39;hsa_131.fasta;
hsa;Glycolysis;39;hsa_10327.fasta;
atf;Glycolysis;2;atf_Ach5_38540.fasta;
atf;Glycolysis;5;atf_Ach5_01690.fasta;
atf;Glycolysis;5;atf_Ach5_28580.fasta;
atf;Glycolysis;6;atf_Ach5_26040.fasta;
atf;Glycolysis;7;atf_Ach5_03770.fasta;
atf;Glycolysis;8;atf_Ach5_03770.fasta;
atf;Glycolysis;9;atf_Ach5_01690.fasta;
atf;Glycolysis;9;atf_Ach5_28580.fasta;
atf;Glycolysis;10;atf_Ach5_03770.fasta;
atf;Glycolysis;17;atf_Ach5_35300.fasta;
atf;Glycolysis;18;atf_Ach5_15520.fasta;
atf;Glycolysis;19;atf_Ach5_35260.fasta;
atf;Glycolysis;22;atf_Ach5_35290.fasta;
atf;Glycolysis;24;atf_Ach5_06750.fasta;
atf;Glycolysis;24;atf_Ach5_22200.fasta;
atf;Glycolysis;24;atf_Ach5_33290.fasta;
atf;Glycolysis;24;atf_Ach5_45630.fasta;
atf;Glycolysis;26;atf_Ach5_12940.fasta;
atf;Glycolysis;27;atf_Ach5_00340.fasta;
atf;Glycolysis;28;atf_Ach5_35540.fasta;
atf;Glycolysis;30;atf_Ach5_12980.fasta;
atf;Glycolysis;31;atf_Ach5_12960.fasta;
atf;Glycolysis;31;atf_Ach5_12970.fasta;
atf;Glycolysis;32;atf_Ach5_12960.fasta;
atf;Glycolysis;32;atf_Ach5_12970.fasta;
atf;Glycolysis;34;atf_Ach5_26290.fasta;
atf;Glycolysis;34;atf_Ach5_48360.fasta;
atf;Glycolysis;36;atf_Ach5_13000.fasta;
atf;Glycolysis;36;atf_Ach5_25170.fasta;
atf;Glycolysis;38;atf_Ach5_32630.fasta;
atf;Glycolysis;38;atf_Ach5_36040.fasta;
atf;Glycolysis;38;atf_Ach5_39260.fasta;
atf;Glycolysis;38;atf_Ach5_47420.fasta;
atf;Glycolysis;38;atf_Ach5_48430.fasta;
atf;Glycolysis;38;atf_Ach5_49760.fasta;
atf;Glycolysis;38;atf_Ach5_50690.fasta;
atf;Glycolysis;38;atf_Ach5_21010.fasta;
atf;Glycolysis;39;atf_Ach5_05470.fasta;
atf;Glycolysis;39;atf_Ach5_16000.fasta;
ath;Glycolysis;2;ath_AT1G23190.fasta;
ath;Glycolysis;2;ath_AT1G70730.fasta;
ath;Glycolysis;2;ath_AT5G51820.fasta;
ath;Glycolysis;5;ath_AT1G47840.fasta;
ath;Glycolysis;5;ath_AT1G50460.fasta;
ath;Glycolysis;5;ath_AT2G19860.fasta;
ath;Glycolysis;5;ath_AT3G20040.fasta;
ath;Glycolysis;5;ath_AT4G29130.fasta;
ath;Glycolysis;5;ath_AT4G37840.fasta;
ath;Glycolysis;6;ath_AT3G01260.fasta;
ath;Glycolysis;6;ath_AT3G17940.fasta;
ath;Glycolysis;6;ath_AT3G47800.fasta;
ath;Glycolysis;6;ath_AT5G15140.fasta;
ath;Glycolysis;7;ath_AT3G01590.fasta;
ath;Glycolysis;7;ath_AT3G61610.fasta;
ath;Glycolysis;7;ath_AT4G23730.fasta;
ath;Glycolysis;7;ath_AT4G25900.fasta;
ath;Glycolysis;7;ath_AT5G14500.fasta;
ath;Glycolysis;7;ath_AT5G57330.fasta;
ath;Glycolysis;7;ath_AT5G66530.fasta;
ath;Glycolysis;7;ath_AT4G24620.fasta;
ath;Glycolysis;7;ath_AT5G42740.fasta;
ath;Glycolysis;8;ath_AT4G24620.fasta;
ath;Glycolysis;8;ath_AT5G42740.fasta;
ath;Glycolysis;9;ath_AT1G50460.fasta;
ath;Glycolysis;9;ath_AT2G19860.fasta;
ath;Glycolysis;9;ath_AT3G20040.fasta;
ath;Glycolysis;9;ath_AT4G29130.fasta;
ath;Glycolysis;9;ath_AT4G37840.fasta;
ath;Glycolysis;10;ath_AT4G24620.fasta;
ath;Glycolysis;10;ath_AT5G42740.fasta;
ath;Glycolysis;15;ath_AT1G43670.fasta;
ath;Glycolysis;15;ath_AT3G54050.fasta;
ath;Glycolysis;15;ath_AT5G64380.fasta;
ath;Glycolysis;16;ath_AT2G22480.fasta;
ath;Glycolysis;16;ath_AT4G26270.fasta;
ath;Glycolysis;16;ath_AT4G29220.fasta;
ath;Glycolysis;16;ath_AT4G32840.fasta;
ath;Glycolysis;16;ath_AT5G47810.fasta;
ath;Glycolysis;16;ath_AT5G56630.fasta;
ath;Glycolysis;16;ath_AT5G61580.fasta;
ath;Glycolysis;17;ath_AT2G01140.fasta;
ath;Glycolysis;17;ath_AT2G21330.fasta;
ath;Glycolysis;17;ath_AT2G36460.fasta;
ath;Glycolysis;17;ath_AT3G52930.fasta;
ath;Glycolysis;17;ath_AT4G26520.fasta;
ath;Glycolysis;17;ath_AT4G26530.fasta;
ath;Glycolysis;17;ath_AT4G38970.fasta;
ath;Glycolysis;17;ath_AT5G03690.fasta;
ath;Glycolysis;18;ath_AT2G21170.fasta;
ath;Glycolysis;18;ath_AT3G55440.fasta;
ath;Glycolysis;19;ath_AT1G13440.fasta;
ath;Glycolysis;19;ath_AT1G16300.fasta;
ath;Glycolysis;19;ath_AT1G79530.fasta;
ath;Glycolysis;19;ath_AT3G04120.fasta;
ath;Glycolysis;20;ath_AT2G24270.fasta;
ath;Glycolysis;22;ath_AT1G56190.fasta;
